magnet,title
"<a href=""ftp://ygdy8:ygdy8@yg72.dydytt.net:3016/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D%E5%B0%8F%E8%B0%A2%E5%B0%94%E9%A1%BF%E7%AC%AC%E4%B8%80%E5%AD%A3%E7%AC%AC01%E9%9B%86%5B%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%5D.rmvb"">ftp://ygdy8:ygdy8@yg72.dydytt.net:3016/[阳光电影www.ygdy8.com]小谢尔顿第一季第01集[中英双字].rmvb</a>","<font color=""#07519a"">2017主打美剧《小谢尔顿 第一季》更新第15集[中英双字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg90.dydytt.net:5003/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D%E7%BB%BF%E7%AE%AD%E4%BE%A0%E7%AC%AC%E5%85%AD%E5%AD%A3%E7%AC%AC01%E9%9B%86%5B%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%5D.rmvb"">ftp://ygdy8:ygdy8@yg90.dydytt.net:5003/[阳光电影www.ygdy8.com]绿箭侠第六季第01集[中英双字].rmvb</a>","<font color=""#07519a"">2017主打美剧《绿箭侠 第六季》更新第15集[中英双字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg72.dydytt.net:4017/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D%E9%82%AA%E6%81%B6%E5%8A%9B%E9%87%8F%E7%AC%AC%E5%8D%81%E4%B8%89%E5%AD%A3%E7%AC%AC01%E9%9B%86%5B%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%5D.rmvb"">ftp://ygdy8:ygdy8@yg72.dydytt.net:4017/[阳光电影www.ygdy8.com]邪恶力量第十三季第01集[中英双字].rmvb</a>","<font color=""#07519a"">2017主打美剧《邪恶力量/凶鬼恶灵 第十三季》更新第15集[中英双字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg90.dydytt.net:7011/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.net%5D%E7%A5%9E%E7%9B%BE%E5%B1%80%E7%89%B9%E5%B7%A5%E7%AC%AC%E4%BA%94%E5%AD%A3%E7%AC%AC01-02%E9%9B%86%5B%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%5D.rmvb"">ftp://ygdy8:ygdy8@yg90.dydytt.net:7011/[阳光电影www.ygdy8.net]神盾局特工第五季第01-02集[中英双字].rmvb</a>","<font color=""#07519a"">2017主打美剧《神盾局特工 第五季》更新第12集[中英双字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg90.dydytt.net:3030/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D%E9%A3%93%E9%A3%8E%E8%90%A5%E6%95%91%E7%AC%AC%E4%BA%8C%E5%AD%A3%E7%AC%AC01%E9%9B%86%5B%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%5D.rmvb"">ftp://ygdy8:ygdy8@yg90.dydytt.net:3030/[阳光电影www.ygdy8.com]飓风营救第二季第01集[中英双字].rmvb</a>","<font color=""#07519a"">2018主打美剧《飓风营救 第二季》更新第06集[中英双字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5121/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E5%89%8D%E4%B8%96%E7%9A%84%E5%86%A4%E5%AE%B6%E4%BB%AC-01.rmvb"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5121/[阳光电影-www.ygdy8.com]前世的冤家们-01.rmvb</a>","<font color=""#07519a"">2017韩国MBC日日剧《前世的冤家们》第65集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5183/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5DMother-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5183/[阳光电影-www.ygdy8.com]Mother-01.mp4</a>","<font color=""#07519a"">2018韩国TVN水木剧《Mother》第14集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5106/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E5%8D%B3%E4%BD%BF%E6%81%A8%E4%B9%9F%E7%88%B1%E4%BD%A0-01.rmvb"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5106/[阳光电影-www.ygdy8.com]即使恨也爱你-01.rmvb</a>","<font color=""#07519a"">2017韩国KBS1日日剧《即使恨也爱你》第82集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5128/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E5%BF%AB%E4%B9%90%E5%A7%90%E5%A6%B9-01.rmvb"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5128/[阳光电影-www.ygdy8.com]快乐姐妹-01.rmvb</a>","<font color=""#07519a"">2017韩国SBS晨间剧《快乐姐妹》第67集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5176/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5DReturn-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5176/[阳光电影-www.ygdy8.com]Return-01.mp4</a>","<font color=""#07519a"">2018韩国SBS水木剧《Return》第26集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5221/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E6%8E%A8%E7%90%86%E7%9A%84%E5%A5%B3%E7%8E%8B2-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5221/[阳光电影-www.ygdy8.com]推理的女王2-01.mp4</a>","<font color=""#07519a"">2018韩国KBS2水木剧《推理的女王2》第03集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5115/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E9%80%86%E6%B5%81-01.rmvb"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5115/[阳光电影-www.ygdy8.com]逆流-01.rmvb</a>","<font color=""#07519a"">2017韩国MBC晨间剧《逆流》第85集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5202/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E6%B3%A2%E6%B5%AA%E5%95%8A%E6%B3%A2%E6%B5%AA-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5202/[阳光电影-www.ygdy8.com]波浪啊波浪-01.mp4</a>","<font color=""#07519a"">2018韩国KBS2晨间剧《波浪啊波浪》第18集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5022/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E6%88%91%E9%BB%84%E9%87%91%E5%85%89%E8%BE%89%E7%9A%84%E4%BA%BA%E7%94%9F-01.rmvb"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5022/[阳光电影-www.ygdy8.com]我黄金光辉的人生-01.rmvb</a>","<font color=""#07519a"">2017韩国KBS2周末剧《我黄金光辉的人生》第51集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5192/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5DMisty-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5192/[阳光电影-www.ygdy8.com]Misty-01.mp4</a>","<font color=""#07519a"">2018韩国JTBC金土剧《Misty》第12集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5215/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E4%BA%BA%E5%81%B6%E4%B9%8B%E5%AE%B6-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5215/[阳光电影-www.ygdy8.com]人偶之家-01.mp4</a>","<font color=""#07519a"">2018韩国KBS2日日剧《人偶之家》第10集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5221/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E5%B0%8F%E7%A5%9E%E7%9A%84%E5%AD%A9%E5%AD%90%E4%BB%AC-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5221/[阳光电影-www.ygdy8.com]小神的孩子们-01.mp4</a>","<font color=""#07519a"">2018韩国OCN周末剧《小神的孩子们》第03集[韩语中字]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg76.dydytt.net:5221/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1-www.ygdy8.com%5D%E4%B8%8A%E9%97%A8%E4%B8%88%E5%A4%AB%E5%90%B4%E4%BD%9C%E6%96%97-01.mp4"">ftp://ygdy8:ygdy8@yg76.dydytt.net:5221/[阳光电影-www.ygdy8.com]上门丈夫吴作斗-01.mp4</a>","<font color=""#07519a"">2018韩国MBC周末剧《上门丈夫吴作斗》第04集[韩语中字]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E6%9F%9C%E4%B8%AD%E7%BE%8E%E4%BA%BA01.mp4"">柜中美人 01集</a>","<font color=""#07519a"">2018年内地电视剧《柜中美人》第28集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E4%B8%89%E4%B8%AA%E5%A5%B3%E4%BA%BA%E4%B8%80%E4%B8%AA%E5%9B%A0%E7%B2%A4%E8%AF%AD01.mkv"">三个女人一个因 粤语01集</a>","<font color=""#07519a"">2018年香港电视剧《三个女人一个因》粤06/国06集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E4%BA%8C%E5%88%86%E4%B9%8B%E4%B8%80%E7%BE%8E%E5%B0%91%E5%B9%B401.mp4"">二分之一美少年 01集</a>","<font color=""#07519a"">2018年内地电视剧《二分之一美少年》第23集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:2166/%E7%BE%8E%E5%A5%BD%E7%94%9F%E6%B4%BB01.mp4"">美好生活 01集</a>","<font color=""#07519a"">2018年内地电视剧《美好生活》第14集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E6%96%B0%E7%AC%91%E5%82%B2%E6%B1%9F%E6%B9%9601.mp4"">新笑傲江湖 01集</a>","<font color=""#07519a"">2018年内地电视剧《新笑傲江湖》第14集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:2166/%E5%88%A9%E5%88%83%E5%87%BA%E5%87%BB01.mp4"">利刃出击 01集</a>","<font color=""#07519a"">2018年内地电视剧《利刃出击》第11集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E5%87%A4%E5%9B%9A%E5%87%B001.mp4"">凤囚凰 01集</a>","<font color=""#07519a"">2018年内地电视剧《凤囚凰》第30集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E8%B0%88%E5%88%A4%E5%AE%9801.mp4"">谈判官 01集</a>","<font color=""#07519a"">2018年内地电视剧《谈判官》第43集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E7%83%88%E7%81%AB%E5%A6%82%E6%AD%8C01.mp4"">烈火如歌 01集</a>","<font color=""#07519a"">2018年内地电视剧《烈火如歌》第11集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:2166/%E8%80%81%E7%94%B7%E5%AD%A901.mp4"">老男孩 01集</a>","<font color=""#07519a"">2018年内地电视剧《老男孩(电视剧)》第09集[国语字幕]</font>"
"<a href=""ftp://ygdy8:ygdy8@y153.dydytt.net:9198/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D.%E7%83%AD%E8%A1%80%E8%A1%97%E5%8C%BA%E7%94%B5%E5%BD%B1%E7%89%88.BD.720p.%E6%97%A5%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@y153.dydytt.net:9198/[阳光电影www.ygdy8.com].热血街区电影版.BD.720p.日语中字.mkv</a>","<font color=""#07519a"">2016年动作《热血街区电影版》BD日语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:7144/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.net.%E8%B6%85%E8%83%BD%E6%9A%B4%E5%8A%9B%E5%AF%B9%E5%86%B3.BD.720p.%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%E5%B9%95.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:7144/阳光电影www.ygdy8.net.超能暴力对决.BD.720p.中英双字幕.mkv</a>","<font color=""#07519a"">2017年科幻动作《超能暴力对决》BD中英双字幕</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E8%9C%80%E5%B1%B1%E6%88%98%E7%BA%AA2%E8%B8%8F%E7%81%AB%E8%A1%8C%E6%AD%8C01.mp4"">蜀山战纪2踏火行歌 01集</a>","<font color=""#07519a"">2018年内地电视剧《蜀山战纪2踏火行歌》第28集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E6%88%91%E7%AB%99%E5%9C%A8%E6%A1%A5%E4%B8%8A%E7%9C%8B%E9%A3%8E%E6%99%AF01.mp4%20"">我站在桥上看风景 01集</a>","<font color=""#07519a"">2018年内地电视剧《我站在桥上看风景》第28集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E6%97%A0%E9%97%B4%E9%81%93%E7%B2%A4%E8%AF%AD01.mkv"">无间道 粤语01集</a>","<font color=""#07519a"">2018年香港电视剧《无间道2018》粤30集[国语字幕]</font>"
"<a href=""ftp://g:g@tv.kaida365.com:3100/%E6%B3%A2%E5%A3%AB%E6%97%A9%E6%99%A8%E7%B2%A4%E8%AF%AD01.mkv"">波士早晨 粤语01集</a>","<font color=""#07519a"">2018年香港电视剧《波士早晨》粤15/国15集[国语字幕]</font>"
"<a href=""ftp://ygdy8:ygdy8@yg72.dydytt.net:8172/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E7%83%AD%E8%A1%80%E8%A1%97%E5%8C%BA%E7%94%B5%E5%BD%B1%E7%89%882%EF%BC%9A%E5%A4%A9%E7%A9%BA%E5%B0%BD%E5%A4%B4.BD.720p.%E6%97%A5%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg72.dydytt.net:8172/阳光电影www.ygdy8.com.热血街区电影版2：天空尽头.BD.720p.日语中字.mkv</a>","<font color=""#07519a"">2017年动作《热血街区电影版2：天空尽头》BD日语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:7147/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E9%87%91%E8%89%B2%E6%A2%A6%E4%B9%A1.BD.720p.%E9%9F%A9%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:7147/阳光电影www.ygdy8.com.金色梦乡.BD.720p.韩语中字.mkv</a>","<font color=""#07519a"">2018年悬疑剧情《金色梦乡》BD韩语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:8147/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E5%A4%95%E9%98%B3%E7%89%B9%E5%B7%A5.BD.720p.%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%E5%B9%95.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:8147/阳光电影www.ygdy8.com.夕阳特工.BD.720p.中英双字幕.mkv</a>","<font color=""#07519a"">2017年动作喜剧《夕阳特工》BD中英双字幕</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:6082/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E5%85%B4%E5%A4%AB.BD.720p.%E9%9F%A9%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:6082/阳光电影www.ygdy8.com.兴夫.BD.720p.韩语中字.mkv</a>","<font color=""#07519a"">2018年剧情《兴夫》BD韩语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:6084/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E5%B1%80%E5%A4%96%E4%BA%BA.BD.720p.%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97%E5%B9%95.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:6084/阳光电影www.ygdy8.com.局外人.BD.720p.中英双字幕.mkv</a>","<font color=""#07519a"">2018年惊悚动作《局外人/外来者》BD中英双字幕</font>"
"<a href=""ftp://ygdy8:ygdy8@y006.dygod.org:2194/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D.%E5%89%8D%E4%BB%BB2%EF%BC%9A%E5%A4%87%E8%83%8E%E5%8F%8D%E5%87%BB%E6%88%98.HD.720p.%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.rmvb"">ftp://ygdy8:ygdy8@y006.dygod.org:2194/[阳光电影www.ygdy8.com].前任2：备胎反击战.HD.720p.国语中字.rmvb</a>","<font color=""#07519a"">2015年喜剧《前任2：备胎反击战》HD国语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@d006.dygod.org:1145/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D.%E5%89%8D%E4%BB%BB%E6%94%BB%E7%95%A5.HD.720p.%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.rmvb"">ftp://ygdy8:ygdy8@d006.dygod.org:1145/[阳光电影www.ygdy8.com].前任攻略.HD.720p.国语中字.rmvb</a>","<font color=""#07519a"">2014年爱情喜剧《前任攻略》HD国语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@yg72.dydytt.net:8173/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E7%AC%AC%E4%BA%8C%E4%B8%AA%E5%A4%8F%E5%A4%A9%EF%BC%8C%E4%B8%8D%E5%86%8D%E9%81%87%E8%A7%81%E7%9A%84%E4%BD%A0.BD.720p.%E6%97%A5%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg72.dydytt.net:8173/阳光电影www.ygdy8.com.第二个夏天，不再遇见的你.BD.720p.日语中字.mkv</a>","<font color=""#07519a"">2017年爱情《第二个夏天，不再遇见的你》BD日语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:4039/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E5%A7%86%E6%98%8E%E4%B8%8E%E5%86%AC%E6%97%A5%E4%BB%99%E5%A2%83.BD.720p.%E7%B2%A4%E8%8B%B1%E5%8F%8C%E8%AF%AD%E4%B8%AD%E8%8B%B1%E5%8F%8C%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:4039/阳光电影www.ygdy8.com.姆明与冬日仙境.BD.720p.粤英双语中英双字.mkv</a>","<font color=""#07519a"">2017年动画《姆明与冬日仙境》BD英粤双语中英双字幕</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:8142/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E5%A5%87%E8%BF%B9%E7%94%B7%E5%AD%A9.BD.720p.%E5%9B%BD%E8%8B%B1%E5%8F%8C%E8%AF%AD%E5%8F%8C%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:8142/阳光电影www.ygdy8.com.奇迹男孩.BD.720p.国英双语双字.mkv</a>","<font color=""#07519a"">2017年高分获奖剧情《奇迹男孩》BD国英双语双字幕</font>"
"<a href=""ftp://ygdy8:ygdy8@yg45.dydytt.net:3047/%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com.%E9%AD%94%E5%9B%BD%E5%BF%97I%E4%B9%8B%E9%BB%84%E5%B7%BE%E4%B9%8B%E4%B9%B1.HD.720p.%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg45.dydytt.net:3047/阳光电影www.ygdy8.com.魔国志I之黄巾之乱.HD.720p.国语中字.mkv</a>","<font color=""#07519a"">2017年动作《魔国志I之黄巾之乱》HD国语中字</font>"
"<a href=""ftp://ygdy8:ygdy8@yg16.dydytt.net:8001/%5B%E9%98%B3%E5%85%89%E7%94%B5%E5%BD%B1www.ygdy8.com%5D.%E7%83%AD%E8%A1%80%E8%A1%97%E5%8C%BA%E7%94%B5%E5%BD%B1%E7%89%882%EF%BC%9A%E7%BA%A2%E9%9B%A8.BD.720p.%E6%97%A5%E8%AF%AD%E4%B8%AD%E5%AD%97.mkv"">ftp://ygdy8:ygdy8@yg16.dydytt.net:8001/[阳光电影www.ygdy8.com].热血街区电影版2：红雨.BD.720p.日语中字.mkv</a>","<font color=""#07519a"">2016年惊悚动作《热血街区电影版2：红雨篇》BD日语中字</font>"
